51,488,642,640,743,787,630,575
646,302,334,496,373,381,358,458,526,701,803,500,683,777,736,782,649,442,605,541,603,525,441,361,512,549,658,758,652,489,644,640,745,787,630,576
646761,867,1552,1188,1069,1011,1059,1225,1613,2419,1373,1729,1674,1685,1601,1631,1100,1419,1068,1456,1129,1089,878,1157,1221,1542,1961,1831,1411,1655,1677,1805,2049,1795,1565,1703
798,891,1575,1212,1083,1032,1083,1241,1639,2430,1378,1751,1710,1715,1621,1649,1127,1449,1086,1467,1147,1100,894,1171,1245,1563,1983,1849,1430,1661,1688,1811,2069,1806,1580,1715
803,897,1578,1243,1099,1047,1091,1251,1654,2445,1387,1758,1731,1727,1637,1660,1131,1449,1089,1474,1154,1113,897,1175,1249,1567,1983,1853,1431,1660,1697,1817,2077,1816,1586,1716
819,913,1592,1247,1101,1047,1097,1254,1652,2445,1391,1759,1727,1729,1641,1659,1130,1448,1097,1482,1158,1113,904,1179,1253,1567,1990,1856,1433,1665,1695,1823,2077,1820,1583,1720
820,913,1593,1245,1095,1045,1100,1257,1655,2449,1389,1763,1735,1727,1638,1659,1127,1451,1100,1485,1159,1116,901,1181,1256,1579,1985,1861,1429,1667,1700,1830,2078,1820,1598,1728
813,907,1585,1243,1100,1050,1100,1260,1657,2451,1392,1763,1733,1730,1642,1669,1136,1453,1104,1488,1166,1120,908,1184,1259,1583,1997,1865,1439,1670,1702,1831,2080,1826,1593,1729
821,914,1593,1246,1101,1048,1104,1260,1657,2456,1391,1766,1730,1727,1635,1671,1135,1457,1106,1484,1169,1122,907,1186,1259,1581,2013,1869,1441,1673,1699,1828,2081,1829,1590,1729
819,913,1591,1243,1104,1048,1104,1259,1654,2457,1395,1765,1735,1727,1642,1680,1152,1459,1105,1487,1167,1122,913,1187,1262,1578,2015,1876,1452,1674,1702,1833,2085,1832,1606,1734
821,913,1590,1245,1107,1049,1104,1261,1665,2461,1399,1766,1739,1728,1645,1677,1147,1463,1105,1488,1172,1125,911,1191,1263,1584,2027,1886,1453,1679,1709,1838,2090,1835,1605,1734
822,917,1598,1249,1105,1052,1107,1265,1669,2466,1409,1769,1733,1735,1643,1691,1143,1464,1107,1491,1173,1126,910,1189,1264,1579,2020,1892,1449,1679,1705,1833,2088,1835,1603,1738
825,917,1602,1255,1108,1055,1105,1263,1667,2463,1407,1775,1739,1731,1652,1690,1158,1471,1105,1489,1173,1124,916,1192,1266,1587,2028,1893,1454,1683,1710,1835,2095,1840,1607,1737
824,917,1602,1252,1106,1053,1109,1265,1673,2467,1409,1775,1741,1729,1657,1697,1152,1469,1107,1487,1173,1124,909,1188,1264,1581,2022,1894,1453,1682,1706,1832,2095,1839,1607,1737
822,918,1600,1253,1111,1055,1106,1268,1677,2469,1415,1777,1739,1735,1643,1694,1147,1466,1109,1485,1171,1127,918,1196,1268,1582,2022,1895,1453,1679,1714,1833,2089,1840,1612,1737
827,921,1601,1253,1111,1056,1109,1265,1675,2469,1417,1771,1751,1737,1639,1693,1165,1469,1113,1489,1174,1129,925,1197,1269,1582,2032,1897,1462,1683,1715,1838,2095,1843,1613,1739
828,921,1602,1263,1119,1062,1115,1269,1675,2475,1425,1777,1745,1739,1647,1695,1158,1469,1113,1491,1173,1129,923,1198,1271,1587,2025,1899,1464,1685,1717,1841,2093,1845,1617,1740
831,927,1609,1264,1121,1059,1113,1270,1674,2469,1425,1773,1741,1735,1641,1695,1153,1462,1113,1489,1175,1130,921,1197,1268,1586,2027,1900,1455,1691,1713,1839,2090,1842,1617,1743
